ID,Source,Name,Name Link,Type,Final PH,Tax.range type,Strains number,Strains links,PDF
465d,DSMZ,MINERAL MEDIUM WITH BENZYLCYANIDE AS NITROGEN SOURCE,https://mediadive.dsmz.de/medium/465d,['defined'],7.2,['Bacteria'],['7'],['https://mediadive.dsmz.de/strains/medium/465d'],['https://mediadive.dsmz.de/pdf/465d']
465e,DSMZ,MINERAL MEDIUM WITH SULFOBENZOIC ACID,https://mediadive.dsmz.de/medium/465e,['defined'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/465e'],['https://mediadive.dsmz.de/pdf/465e']
465f,DSMZ,MINERAL MEDIUM WITH 3-AMINOPHENOL,https://mediadive.dsmz.de/medium/465f,['defined'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/465f'],['https://mediadive.dsmz.de/pdf/465f']
465g,DSMZ,MINERAL MEDIUM WITH CYANURIC ACID AS NITROGEN SOURCE,https://mediadive.dsmz.de/medium/465g,['defined'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/465g'],['https://mediadive.dsmz.de/pdf/465g']
465h,DSMZ,MINERALMEDIUM WITH 6-METHYLNICOTINATE,https://mediadive.dsmz.de/medium/465h,['defined'],,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/465h'],['https://mediadive.dsmz.de/pdf/465h']
465i,DSMZ,MINERAL MEDIUM WITH ATRAZIN,https://mediadive.dsmz.de/medium/465i,['defined'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/465i'],['https://mediadive.dsmz.de/pdf/465i']
466,DSMZ,TSBY SALT MEDIUM,https://mediadive.dsmz.de/medium/466,['complex'],7.2,['Bacteria'],['5'],['https://mediadive.dsmz.de/strains/medium/466'],['https://mediadive.dsmz.de/pdf/466']
467,DSMZ,OTTOW MEDIUM,https://mediadive.dsmz.de/medium/467,['complex'],8.5,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/467'],['https://mediadive.dsmz.de/pdf/467']
468,DSMZ,EXIGUOBACTERIUM MEDIUM,https://mediadive.dsmz.de/medium/468,['complex'],8.0,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/468'],['https://mediadive.dsmz.de/pdf/468']
469,DSMZ,YM-CATALASE MEDIUM,https://mediadive.dsmz.de/medium/469,['complex'],7.0,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/469'],['https://mediadive.dsmz.de/pdf/469']
470,DSMZ,PSEUDOMONAS HALOPHILA MEDIUM,https://mediadive.dsmz.de/medium/470,['defined'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/470'],['https://mediadive.dsmz.de/pdf/470']
471,DSMZ,ALCALIGENES XYLOSOXYDANS MEDIUM WITH BENZOATE,https://mediadive.dsmz.de/medium/471,['defined'],8.2,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/471'],['https://mediadive.dsmz.de/pdf/471']
472,DSMZ,PITYROSPORUM MEDIUM,https://mediadive.dsmz.de/medium/472,['complex'],,['Yeast'],['2'],['https://mediadive.dsmz.de/strains/medium/472'],['https://mediadive.dsmz.de/pdf/472']
473,DSMZ,MEDIUM WITH EDTA AS CARBON SOURCE,https://mediadive.dsmz.de/medium/473,['defined'],7.5 - 7.6,['Bacteria'],['8'],['https://mediadive.dsmz.de/strains/medium/473'],['https://mediadive.dsmz.de/pdf/473']
474,DSMZ,MEDIUM WITH POLYHYDROXYBUTYRIC ACID AS CARBON SOURCE,https://mediadive.dsmz.de/medium/474,['defined'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/474'],['https://mediadive.dsmz.de/pdf/474']
477,DSMZ,ACIDIHALOBACTER PROSPERUS MEDIUM,https://mediadive.dsmz.de/medium/477,['defined'],2.5,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/477'],['https://mediadive.dsmz.de/pdf/477']
479,DSMZ,METHANOHALOPHILUS MEDIUM,https://mediadive.dsmz.de/medium/479,['complex'],7.0 - 7.2,['Archaea'],['4'],['https://mediadive.dsmz.de/strains/medium/479'],['https://mediadive.dsmz.de/pdf/479']
479a,DSMZ,METHANOHALOPHILUS PROFUNDI MEDIUM,https://mediadive.dsmz.de/medium/479a,['complex'],7.5,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/479a'],['https://mediadive.dsmz.de/pdf/479a']
480,DSMZ,DESULFURELLA MEDIUM,https://mediadive.dsmz.de/medium/480,['complex'],6.8 - 7.0,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/480'],['https://mediadive.dsmz.de/pdf/480']
480a,DSMZ,DESULFURELLA MEDIUM (BRACKISH WATER),https://mediadive.dsmz.de/medium/480a,['complex'],6.8 - 7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/480a'],['https://mediadive.dsmz.de/pdf/480a']
480b,DSMZ,TTD-MEDIUM,https://mediadive.dsmz.de/medium/480b,['complex'],6.5,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/480b'],['https://mediadive.dsmz.de/pdf/480b']
480c,DSMZ,DESULFURELLA (K-119) MEDIUM,https://mediadive.dsmz.de/medium/480c,['complex'],6.8 - 7.0,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/480c'],['https://mediadive.dsmz.de/pdf/480c']
480d,DSMZ,THERMOPROTEUS UZONIENSIS MEDIUM,https://mediadive.dsmz.de/medium/480d,['complex'],5.7 - 6.0,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/480d'],['https://mediadive.dsmz.de/pdf/480d']
481,DSMZ,COPROTHERMOBACTER PROTEOLYTICUS MEDIUM,https://mediadive.dsmz.de/medium/481,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/481'],['https://mediadive.dsmz.de/pdf/481']
482,DSMZ,ANAEROBACTER MEDIUM,https://mediadive.dsmz.de/medium/482,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/482'],['https://mediadive.dsmz.de/pdf/482']
483,DSMZ,DEFLUVIITALEA MEDIUM,https://mediadive.dsmz.de/medium/483,['complex'],7.2 - 7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/483'],['https://mediadive.dsmz.de/pdf/483']
484,DSMZ,THIOMICROSPIRA THYASIRAE MEDIUM,https://mediadive.dsmz.de/medium/484,['defined'],7.3 - 7.6,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/484'],['https://mediadive.dsmz.de/pdf/484']
486,DSMZ,THIOBACILLUS THIOPARUS (TK-m) MEDIUM,https://mediadive.dsmz.de/medium/486,['defined'],7.1,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/486'],['https://mediadive.dsmz.de/pdf/486']
487,DSMZ,PEPTOCLOSTRIDIUM MEDIUM (BETAINE),https://mediadive.dsmz.de/medium/487,['complex'],7.3 - 7.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/487'],['https://mediadive.dsmz.de/pdf/487']
489,DSMZ,LACRIMISPORA MEDIUM,https://mediadive.dsmz.de/medium/489,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/489'],['https://mediadive.dsmz.de/pdf/489']
490,DSMZ,METHANOLOBUS OREGONENSIS MEDIUM,https://mediadive.dsmz.de/medium/490,['complex'],8.5,['Archaea'],['2'],['https://mediadive.dsmz.de/strains/medium/490'],['https://mediadive.dsmz.de/pdf/490']
491,DSMZ,HYPERTHERMUS BUTYLICUS MEDIUM,https://mediadive.dsmz.de/medium/491,['complex'],6.5 - 7.0,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/491'],['https://mediadive.dsmz.de/pdf/491']
492,DSMZ,CLOSTRIDIUM METHYLPENTOSUM MEDIUM,https://mediadive.dsmz.de/medium/492,['defined'],6.8 - 7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/492'],['https://mediadive.dsmz.de/pdf/492']
493,DSMZ,THIOMONAS (HÖ5) MEDIUM,https://mediadive.dsmz.de/medium/493,['complex'],3.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/493'],['https://mediadive.dsmz.de/pdf/493']
494,DSMZ,ACETOHALOBIUM MEDIUM,https://mediadive.dsmz.de/medium/494,['complex'],7.6 - 8.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/494'],['https://mediadive.dsmz.de/pdf/494']
496,DSMZ,PSEUDODESULFOVIBRIO MEDIUM,https://mediadive.dsmz.de/medium/496,['defined'],6.8 - 7.2,['Bacteria'],['7'],['https://mediadive.dsmz.de/strains/medium/496'],['https://mediadive.dsmz.de/pdf/496']
497,DSMZ,CLOSTRIDIUM KN MEDIUM (HYDROXYBENZOATE),https://mediadive.dsmz.de/medium/497,['defined'],7.1 - 7.4,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/497'],['https://mediadive.dsmz.de/pdf/497']
498,DSMZ,PSEUDOTHERMOTOGA MEDIUM,https://mediadive.dsmz.de/medium/498,['complex'],7.0 - 7.2,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/498'],['https://mediadive.dsmz.de/pdf/498']
499,DSMZ,DESULFOHALOBIUM MEDIUM,https://mediadive.dsmz.de/medium/499,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/499'],['https://mediadive.dsmz.de/pdf/499']
500,DSMZ,CLOSTRIDIUM (GV) MEDIUM,https://mediadive.dsmz.de/medium/500,['complex'],7.0 - 7.2,['Bacteria'],['10'],['https://mediadive.dsmz.de/strains/medium/500'],['https://mediadive.dsmz.de/pdf/500']
501,DSMZ,FERVIDOBACTERIUM ISLANDICUM MEDIUM,https://mediadive.dsmz.de/medium/501,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/501'],['https://mediadive.dsmz.de/pdf/501']
502,DSMZ,PSEUDOCLOSTRIDIUM MEDIUM,https://mediadive.dsmz.de/medium/502,['complex'],7.0,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/502'],['https://mediadive.dsmz.de/pdf/502']
503,DSMZ,ANAEROBIC FRESHWATER (FWM) MEDIUM,https://mediadive.dsmz.de/medium/503,['defined'],7.2 - 7.4,"['Archaea', 'Bacteria']",['35'],['https://mediadive.dsmz.de/strains/medium/503'],['https://mediadive.dsmz.de/pdf/503']
503a,DSMZ,SPOROMUSA TMAO3 MEDIUM,https://mediadive.dsmz.de/medium/503a,['complex'],7.0 - 7.2,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/503a'],['https://mediadive.dsmz.de/pdf/503a']
503b,DSMZ,FWM MEDIUM (PERCHLORATE),https://mediadive.dsmz.de/medium/503b,['defined'],7.0 - 7.2,['Bacteria'],['7'],['https://mediadive.dsmz.de/strains/medium/503b'],['https://mediadive.dsmz.de/pdf/503b']
503c,DSMZ,AMMONIFEX THIOPHILUS MEDIUM,https://mediadive.dsmz.de/medium/503c,['defined'],6.8,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/503c'],['https://mediadive.dsmz.de/pdf/503c']
503d,DSMZ,SELENIIVIBRIO MEDIUM (ARSENATE),https://mediadive.dsmz.de/medium/503d,['defined'],7.2 - 7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/503d'],['https://mediadive.dsmz.de/pdf/503d']
503e,DSMZ,THERMODESULFITIMONAS MEDIUM,https://mediadive.dsmz.de/medium/503e,['defined'],6.0 - 6.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/503e'],['https://mediadive.dsmz.de/pdf/503e']
503f,DSMZ,AMINITHIOPHILUS MEDIUM,https://mediadive.dsmz.de/medium/503f,['complex'],7.2 - 7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/503f'],['https://mediadive.dsmz.de/pdf/503f']
504,DSMZ,ANAEROBIC SEAWATER (SWM) MEDIUM,https://mediadive.dsmz.de/medium/504,['defined'],7.2 - 7.4,['Bacteria'],['11'],['https://mediadive.dsmz.de/strains/medium/504'],['https://mediadive.dsmz.de/pdf/504']
505,DSMZ,FORMIVIBRIO MEDIUM,https://mediadive.dsmz.de/medium/505,['defined'],7.5 - 7.8,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/505'],['https://mediadive.dsmz.de/pdf/505']
506,DSMZ,METHANOBACTERIUM ESPANOLAE MEDIUM,https://mediadive.dsmz.de/medium/506,['defined'],5.8 - 6.0,['Archaea'],['2'],['https://mediadive.dsmz.de/strains/medium/506'],['https://mediadive.dsmz.de/pdf/506']
507,DSMZ,CARBOXYDOTHERMUS MEDIUM,https://mediadive.dsmz.de/medium/507,['complex'],6.8 - 7.0,"['Bacteria', 'Archaea']",['9'],['https://mediadive.dsmz.de/strains/medium/507'],['https://mediadive.dsmz.de/pdf/507']
507a,DSMZ,CARBOXYDOTHERMUS SIDEROPHILUS MEDIUM,https://mediadive.dsmz.de/medium/507a,['complex'],6.9,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/507a'],['https://mediadive.dsmz.de/pdf/507a']
507b,DSMZ,CARBOXYDOCELLA MANGANICA MEDIUM,https://mediadive.dsmz.de/medium/507b,['complex'],6.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/507b'],['https://mediadive.dsmz.de/pdf/507b']
508,DSMZ,CARBOXYDOTHERMUS MEDIUM (HETEROTROPH),https://mediadive.dsmz.de/medium/508,['complex'],6.8 - 7.0,['Bacteria'],['5'],['https://mediadive.dsmz.de/strains/medium/508'],['https://mediadive.dsmz.de/pdf/508']
509,DSMZ,SPIROCHAETA THERMOPHILA MEDIUM,https://mediadive.dsmz.de/medium/509,['complex'],7.2 - 7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/509'],['https://mediadive.dsmz.de/pdf/509']
509a,DSMZ,SPIROCHAETA RI 19.B1 MEDIUM,https://mediadive.dsmz.de/medium/509a,['complex'],6.8 - 7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/509a'],['https://mediadive.dsmz.de/pdf/509a']
511,DSMZ,METHANOPYRUS MEDIUM,https://mediadive.dsmz.de/medium/511,['defined'],6.5,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/511'],['https://mediadive.dsmz.de/pdf/511']
513,DSMZ,PP-MEDIUM,https://mediadive.dsmz.de/medium/513,['complex'],7.0,['Bacteria'],['39'],['https://mediadive.dsmz.de/strains/medium/513'],['https://mediadive.dsmz.de/pdf/513']
514,DSMZ,BACTO MARINE BROTH (DIFCO 2216),https://mediadive.dsmz.de/medium/514,['complex'],7.6,"['Archaea', 'Bacteria', 'Phages']",['2210'],['https://mediadive.dsmz.de/strains/medium/514'],['https://mediadive.dsmz.de/pdf/514']
514a,DSMZ,HALF STRENGTH BACTO MARINE BROTH,https://mediadive.dsmz.de/medium/514a,['complex'],7.6,['Bacteria'],['38'],['https://mediadive.dsmz.de/strains/medium/514a'],['https://mediadive.dsmz.de/pdf/514a']
514b,DSMZ,MEDIUM 514 plus additional salt,https://mediadive.dsmz.de/medium/514b,['complex'],7.6,['Bacteria'],['56'],['https://mediadive.dsmz.de/strains/medium/514b'],['https://mediadive.dsmz.de/pdf/514b']
514c,DSMZ,REACTIVATION WITH LIQUID MEDIUM 514,https://mediadive.dsmz.de/medium/514c,['complex'],7.6,['Bacteria'],['70'],['https://mediadive.dsmz.de/strains/medium/514c'],['https://mediadive.dsmz.de/pdf/514c']
514d,DSMZ,MODIFIED BACTO MARINE BROTH,https://mediadive.dsmz.de/medium/514d,['complex'],7.5,['Bacteria'],['32'],['https://mediadive.dsmz.de/strains/medium/514d'],['https://mediadive.dsmz.de/pdf/514d']
514e,DSMZ,MARINE BROTH (ANAEROB),https://mediadive.dsmz.de/medium/514e,['complex'],7.3 - 7.5,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/514e'],['https://mediadive.dsmz.de/pdf/514e']
514f,DSMZ,MARINE BROTH (ROTH CP73),https://mediadive.dsmz.de/medium/514f,['complex'],7.4 - 7.8,['Bacteria'],['81'],['https://mediadive.dsmz.de/strains/medium/514f'],['https://mediadive.dsmz.de/pdf/514f']
514g,DSMZ,HALF STRENGTH BACTO MARINE BROTH with 50% Seawater,https://mediadive.dsmz.de/medium/514g,['complex'],7.6,[],[],[],['https://mediadive.dsmz.de/pdf/514g']
516,DSMZ,ANAEROCELLUM MEDIUM,https://mediadive.dsmz.de/medium/516,['complex'],7.1 - 7.3,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/516'],['https://mediadive.dsmz.de/pdf/516']
517,DSMZ,DESULFOSUDIS MEDIUM,https://mediadive.dsmz.de/medium/517,['defined'],7.1 - 7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/517'],['https://mediadive.dsmz.de/pdf/517']
518,DSMZ,GUYPARKERIA MEDIUM,https://mediadive.dsmz.de/medium/518,['defined'],7.3 - 7.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/518'],['https://mediadive.dsmz.de/pdf/518']
519,DSMZ,ARCHAEOGLOBUS PROFUNDUS MEDIUM,https://mediadive.dsmz.de/medium/519,['complex'],6.5,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/519'],['https://mediadive.dsmz.de/pdf/519']
520,DSMZ,RUMINOCLOSTRIDIUM CELLULOLYTICUM (CM3) MEDIUM,https://mediadive.dsmz.de/medium/520,['complex'],7.2,['Bacteria'],['15'],['https://mediadive.dsmz.de/strains/medium/520'],['https://mediadive.dsmz.de/pdf/520']
521,DSMZ,DESULFOMONILE MEDIUM,https://mediadive.dsmz.de/medium/521,['complex'],6.8 - 7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/521'],['https://mediadive.dsmz.de/pdf/521']
523,DSMZ,CLOSTRIDIUM CHARTATABIDUM MEDIUM,https://mediadive.dsmz.de/medium/523,['complex'],6.7 - 6.8,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/523'],['https://mediadive.dsmz.de/pdf/523']
524,DSMZ,FLEXISTIPES MEDIUM,https://mediadive.dsmz.de/medium/524,['complex'],6.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/524'],['https://mediadive.dsmz.de/pdf/524']
525,DSMZ,METHANOHALOPHILUS (MG) MEDIUM,https://mediadive.dsmz.de/medium/525,['defined'],6.9 - 7.0,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/525'],['https://mediadive.dsmz.de/pdf/525']
525a,DSMZ,METHANOHALOPHILUS (MG+NaCl) MEDIUM,https://mediadive.dsmz.de/medium/525a,['defined'],6.9 - 7.0,['Archaea'],['5'],['https://mediadive.dsmz.de/strains/medium/525a'],['https://mediadive.dsmz.de/pdf/525a']
526,DSMZ,CLOSTRIDIUM VIRIDE MEDIUM,https://mediadive.dsmz.de/medium/526,['complex'],7.6 - 7.8,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/526'],['https://mediadive.dsmz.de/pdf/526']
527,DSMZ,MOORELLA THERMOACETICA (G-20) MEDIUM,https://mediadive.dsmz.de/medium/527,['complex'],6.9,[],[],[],['https://mediadive.dsmz.de/pdf/527']
528,DSMZ,NAPHTHALENE SULFONIC ACID MEDIUM,https://mediadive.dsmz.de/medium/528,['defined'],,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/528'],['https://mediadive.dsmz.de/pdf/528']
529,DSMZ,AMPHIBACILLUS MEDIUM,https://mediadive.dsmz.de/medium/529,['complex'],9.7,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/529'],['https://mediadive.dsmz.de/pdf/529']
530,DSMZ,THIOGLYCOLATE MEDIUM,https://mediadive.dsmz.de/medium/530,['complex'],5.5,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/530'],['https://mediadive.dsmz.de/pdf/530']
531,DSMZ,SPORULATION MEDIUM,https://mediadive.dsmz.de/medium/531,['complex'],,['Bacteria'],['38'],['https://mediadive.dsmz.de/strains/medium/531'],['https://mediadive.dsmz.de/pdf/531']
533,DSMZ,THERMOPHILIC HYDROGEN BACTERIA MEDIUM,https://mediadive.dsmz.de/medium/533,['defined'],7.0,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/533'],['https://mediadive.dsmz.de/pdf/533']
534,DSMZ,MODIFIED SME MEDIUM,https://mediadive.dsmz.de/medium/534,['defined'],6.6,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/534'],['https://mediadive.dsmz.de/pdf/534']
535,DSMZ,TRYPTICASE SOY BROTH AGAR,https://mediadive.dsmz.de/medium/535,['complex'],7.3,"['Bacteria', 'Phages']",['1740'],['https://mediadive.dsmz.de/strains/medium/535'],['https://mediadive.dsmz.de/pdf/535']
535a,DSMZ,TRYPTICASE SOY BROTH AGAR+BLOOD,https://mediadive.dsmz.de/medium/535a,['complex'],,['Bacteria'],['89'],['https://mediadive.dsmz.de/strains/medium/535a'],['https://mediadive.dsmz.de/pdf/535a']
535b,DSMZ,REACTIVATION WITH LIQUID MEDIUM,https://mediadive.dsmz.de/medium/535b,['complex'],7.3,['Bacteria'],['58'],['https://mediadive.dsmz.de/strains/medium/535b'],['https://mediadive.dsmz.de/pdf/535b']
535c,DSMZ,TRYPTICASE SOY BROTH AGAR,https://mediadive.dsmz.de/medium/535c,['complex'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/535c'],['https://mediadive.dsmz.de/pdf/535c']
536,DSMZ,THIOCAPSA HALOPHILA MEDIUM,https://mediadive.dsmz.de/medium/536,['defined'],7.2 - 7.3,[],[],[],['https://mediadive.dsmz.de/pdf/536']
537,DSMZ,HELIOBACILLUS MOBILIS MEDIUM (modified van Niel's medium),https://mediadive.dsmz.de/medium/537,['complex'],6.8,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/537'],['https://mediadive.dsmz.de/pdf/537']
538,DSMZ,HERBASPIRILLUM MEDIUM,https://mediadive.dsmz.de/medium/538,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/538'],['https://mediadive.dsmz.de/pdf/538']
539,DSMZ,RUMINICLOSTRIDIUM CELLOBIOPARUM MEDIUM,https://mediadive.dsmz.de/medium/539,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/539'],['https://mediadive.dsmz.de/pdf/539']
540,DSMZ,ACETITOMACULUM MEDIUM,https://mediadive.dsmz.de/medium/540,['complex'],6.8 - 7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/540'],['https://mediadive.dsmz.de/pdf/540']
541,DSMZ,SULFUROSPIRILLUM MEDIUM,https://mediadive.dsmz.de/medium/541,['defined'],7.2,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/541'],['https://mediadive.dsmz.de/pdf/541']
542,DSMZ,PENNASSAY G-THY MEDIUM,https://mediadive.dsmz.de/medium/542,['complex'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/542'],['https://mediadive.dsmz.de/pdf/542']
544,DSMZ,NZCYM-MEDIUM,https://mediadive.dsmz.de/medium/544,['complex'],7.5,"['Bacteria', 'Phages']",['10'],['https://mediadive.dsmz.de/strains/medium/544'],['https://mediadive.dsmz.de/pdf/544']
545,DSMZ,TRYPTONE SOYA BROTH (TSB),https://mediadive.dsmz.de/medium/545,['complex'],7.3,"['Bacteria', 'Phages']",['191'],['https://mediadive.dsmz.de/strains/medium/545'],['https://mediadive.dsmz.de/pdf/545']
545a,DSMZ,DILUTED TRYPTONE SOYA BROTH (TSB),https://mediadive.dsmz.de/medium/545a,['complex'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/545a'],['https://mediadive.dsmz.de/pdf/545a']
545c,DSMZ,TRYPTONE SOYA BROTH (ANAEROB),https://mediadive.dsmz.de/medium/545c,['complex'],8.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/545c'],['https://mediadive.dsmz.de/pdf/545c']
546,DSMZ,LC BROTH MEDIUM,https://mediadive.dsmz.de/medium/546,['complex'],7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/546'],['https://mediadive.dsmz.de/pdf/546']
547,DSMZ,ISP MEDIUM 4,https://mediadive.dsmz.de/medium/547,['complex'],7.2,['Bacteria'],['5'],['https://mediadive.dsmz.de/strains/medium/547'],['https://mediadive.dsmz.de/pdf/547']
548,DSMZ,BENNETT'S AGAR,https://mediadive.dsmz.de/medium/548,['complex'],7.3,['Bacteria'],['42'],['https://mediadive.dsmz.de/strains/medium/548'],['https://mediadive.dsmz.de/pdf/548']
549,DSMZ,CM + YE MEDIUM,https://mediadive.dsmz.de/medium/549,['complex'],,['Bacteria'],['13'],['https://mediadive.dsmz.de/strains/medium/549'],['https://mediadive.dsmz.de/pdf/549']
550,DSMZ,"CYC-MEDIUM (modified following Cross and Attwell,1973)",https://mediadive.dsmz.de/medium/550,['complex'],7.2,['Bacteria'],['14'],['https://mediadive.dsmz.de/strains/medium/550'],['https://mediadive.dsmz.de/pdf/550']
551,DSMZ,EMERSON'S YEAST STARCH AGAR (EYS),https://mediadive.dsmz.de/medium/551,['complex'],6.8,[],[],[],['https://mediadive.dsmz.de/pdf/551']
552,DSMZ,FRANKIA MEDIUM (see medium 554; 554 benutzen),https://mediadive.dsmz.de/medium/552,['complex'],7.0,[],[],[],['https://mediadive.dsmz.de/pdf/552']
553,DSMZ,GPHF-MEDIUM,https://mediadive.dsmz.de/medium/553,['complex'],7.2,['Bacteria'],['464'],['https://mediadive.dsmz.de/strains/medium/553'],['https://mediadive.dsmz.de/pdf/553']
554,DSMZ,N-Z-AMINE-MEDIUM,https://mediadive.dsmz.de/medium/554,['complex'],7.2,['Bacteria'],['361'],['https://mediadive.dsmz.de/strains/medium/554'],['https://mediadive.dsmz.de/pdf/554']
555,DSMZ,SPORULATION-AGAR (SA),https://mediadive.dsmz.de/medium/555,['complex'],7.2,['Bacteria'],['5'],['https://mediadive.dsmz.de/strains/medium/555'],['https://mediadive.dsmz.de/pdf/555']
557,DSMZ,CLOSTRIDIUM SP. MEDIUM (CREATININE),https://mediadive.dsmz.de/medium/557,['complex'],7.0,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/557'],['https://mediadive.dsmz.de/pdf/557']
558,DSMZ,CLOSTRIDIUM (RB-1) MEDIUM,https://mediadive.dsmz.de/medium/558,['complex'],3.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/558'],['https://mediadive.dsmz.de/pdf/558']
558a,DSMZ,CLOSTRIDIUM (RB-9) MEDIUM,https://mediadive.dsmz.de/medium/558a,['complex'],5.0 - 6.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/558a'],['https://mediadive.dsmz.de/pdf/558a']
559,DSMZ,TMBS4 MEDIUM,https://mediadive.dsmz.de/medium/559,['complex'],7.2 - 7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/559'],['https://mediadive.dsmz.de/pdf/559']
561,DSMZ,SULFURIFERULA MEDIUM,https://mediadive.dsmz.de/medium/561,['defined'],6.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/561'],['https://mediadive.dsmz.de/pdf/561']
563,DSMZ,Z MEDIUM,https://mediadive.dsmz.de/medium/563,['complex'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/563'],['https://mediadive.dsmz.de/pdf/563']
569,DSMZ,MEDIUM 125 WITH METHANOL,https://mediadive.dsmz.de/medium/569,['defined'],4.0 - 5.4,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/569'],['https://mediadive.dsmz.de/pdf/569']
