Organism Group,Name,Name Link,Taxonomy Link,Growth media,Growth Media Links,External Links,Synonyms,Growth Conditions
Bacterium,Rhodoblastus acidophilus DSM 145,https://mediadive.dsmz.de/strains/view/DSM 145,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodoblastus acidophilus,['26'],['https://mediadive.dsmz.de/medium/26'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-145', 'https://bacdive.dsmz.de/strain/1800']","DSM 145, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-145, , Pfennig 10050    ","[{'media_title': '26: ACID RHODOSPIRILLACEAE MEDIUM', 'media_link': '/medium/26?ccno=DSM 145', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rubrivivax gelatinosus DSM 149,https://mediadive.dsmz.de/strains/view/DSM 149,https://mediadive.dsmz.de/taxonomy?level=species&item=Rubrivivax gelatinosus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-149', 'https://bacdive.dsmz.de/strain/17934']","DSM 149, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-149, , Pfennig 2150    ","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 149', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rubrivivax gelatinosus DSM 151,https://mediadive.dsmz.de/strains/view/DSM 151,https://mediadive.dsmz.de/taxonomy?level=species&item=Rubrivivax gelatinosus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-151', 'https://bacdive.dsmz.de/strain/17935']","
        CCUG 15842, , DSM 151, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-151","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 151', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodobacter capsulatus DSM 152,https://mediadive.dsmz.de/strains/view/DSM 152,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-152', 'https://bacdive.dsmz.de/strain/13807']","DSM 152, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-152, , Pfennig 6950    ","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 152', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodobacter capsulatus DSM 155,https://mediadive.dsmz.de/strains/view/DSM 155,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-155', 'https://bacdive.dsmz.de/strain/13808']","DSM 155, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-155","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 155', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodobacter capsulatus DSM 156,https://mediadive.dsmz.de/strains/view/DSM 156,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-156', 'https://bacdive.dsmz.de/strain/13809']","DSM 156, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-156","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 156', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodobacter capsulatus DSM 157,https://mediadive.dsmz.de/strains/view/DSM 157,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-157', 'https://bacdive.dsmz.de/strain/13810']","DSM 157, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-157","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 157', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Cereibacter sphaeroides DSM 158,https://mediadive.dsmz.de/strains/view/DSM 158,https://mediadive.dsmz.de/taxonomy?level=species&item=Cereibacter sphaeroides,"['27', 'J26']","['https://mediadive.dsmz.de/medium/27', 'https://mediadive.dsmz.de/medium/J26']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-158', 'https://bacdive.dsmz.de/strain/13812']","
        ATCC 11167, ATCC 14690, ATCC 17023, ATH 2.4.1, BCRC 16407, CCUG 31486, CECT 300, CGMCC 1.1737, CGMCC 1.3368, CIP 60.6, , DSM 158, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-158, , IAM 14237, IFO 12203, , JCM 6121, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=158, , KCTC 1434, LMG 2827, NBRC 12203, NCIB 8253, NCIMB 8253, NCIMB 8287    ","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 158', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}, {'media_title': 'J26: R AGAR', 'media_link': '/medium/J26?ccno=DSM 158', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Cereibacter sphaeroides DSM 159,https://mediadive.dsmz.de/strains/view/DSM 159,https://mediadive.dsmz.de/taxonomy?level=species&item=Cereibacter sphaeroides,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-159', 'https://bacdive.dsmz.de/strain/13813']","DSM 159, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-159, , Pfennig 1760-1    ","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 159', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Cereibacter sphaeroides DSM 160,https://mediadive.dsmz.de/strains/view/DSM 160,https://mediadive.dsmz.de/taxonomy?level=species&item=Cereibacter sphaeroides,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-160', 'https://bacdive.dsmz.de/strain/13814']","DSM 160, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-160","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 160', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodopila globiformis DSM 161,https://mediadive.dsmz.de/strains/view/DSM 161,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodopila globiformis,['25*'],['https://mediadive.dsmz.de/medium/25?strain=106'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-161', 'https://bacdive.dsmz.de/strain/59']","
        ATCC 35887, , DSM 161, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-161, , Pfennig 7950    ","[{'media_title': '25: RHODOPSEUDOMONAS GLOBIFORMIS MEDIUM', 'media_link': '/medium/25?ccno=DSM 161', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodomicrobium vannielii DSM 162,https://mediadive.dsmz.de/strains/view/DSM 162,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodomicrobium vannielii,"['26', '27']","['https://mediadive.dsmz.de/medium/26', 'https://mediadive.dsmz.de/medium/27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-162', 'https://bacdive.dsmz.de/strain/6194']","
        ATCC 17100, ATH 3.1.1, , DSM 162, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-162","[{'media_title': '26: ACID RHODOSPIRILLACEAE MEDIUM', 'media_link': '/medium/26?ccno=DSM 162', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}, {'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 162', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Rhodomicrobium vannielii DSM 166,https://mediadive.dsmz.de/strains/view/DSM 166,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodomicrobium vannielii,['26'],['https://mediadive.dsmz.de/medium/26'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-166', 'https://bacdive.dsmz.de/strain/6195']","DSM 166, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-166, , Pfennig 7256    ","[{'media_title': '26: ACID RHODOSPIRILLACEAE MEDIUM', 'media_link': '/medium/26?ccno=DSM 166', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodocyclus purpureus DSM 168,https://mediadive.dsmz.de/strains/view/DSM 168,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodocyclus purpureus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-168', 'https://bacdive.dsmz.de/strain/13925']","DSM 168, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-168, , NCIMB 13339, Pfennig 6770    ","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 168', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium warmingii DSM 173,https://mediadive.dsmz.de/strains/view/DSM 173,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium warmingii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-173', 'https://bacdive.dsmz.de/strain/2436']","
        ATCC 14959, , DSM 173, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-173","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 173', 'growth_observed': 'Yes', 'growth_conditions': '20\xa0°C'}]"
Bacterium,Allochromatium warmingii DSM 174,https://mediadive.dsmz.de/strains/view/DSM 174,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium warmingii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-174', 'https://bacdive.dsmz.de/strain/2434']","DSM 174, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-174","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 174', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Marichromatium gracile DSM 175,https://mediadive.dsmz.de/strains/view/DSM 175,,['28'],['https://mediadive.dsmz.de/medium/28'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-175'],,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 175', 'growth_observed': 'Yes', 'growth_conditions': '20\xa0°C'}]"
Bacterium,Isochromatium buderi DSM 176,https://mediadive.dsmz.de/strains/view/DSM 176,https://mediadive.dsmz.de/taxonomy?level=species&item=Isochromatium buderi,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-176', 'https://bacdive.dsmz.de/strain/169049']","
        ATCC 25588, , DSM 176, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-176","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 176', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Isochromatium buderi DSM 177,https://mediadive.dsmz.de/strains/view/DSM 177,,['28'],['https://mediadive.dsmz.de/medium/28'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-177'],,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 177', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium vinosum DSM 180,https://mediadive.dsmz.de/strains/view/DSM 180,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-180', 'https://bacdive.dsmz.de/strain/2424']","
        ATCC 17899, , DSM 180, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-180","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 180', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiorhodococcus sp. DSM 182,https://mediadive.dsmz.de/strains/view/DSM 182,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-182', 'https://bacdive.dsmz.de/strain/2425']","DSM 182, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-182, , Pfennig 1611    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 182', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium vinosum DSM 183,https://mediadive.dsmz.de/strains/view/DSM 183,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-183', 'https://bacdive.dsmz.de/strain/2426']","DSM 183, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-183, , Pfennig 2811    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 183', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium vinosum DSM 185,https://mediadive.dsmz.de/strains/view/DSM 185,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-185', 'https://bacdive.dsmz.de/strain/2427']","DSM 185, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-185, , Pfennig 6412    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 185', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium vinosum DSM 186,https://mediadive.dsmz.de/strains/view/DSM 186,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-186', 'https://bacdive.dsmz.de/strain/2428']","DSM 186, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-186, , Pfennig 6712    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 186', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium vinosum DSM 189,https://mediadive.dsmz.de/strains/view/DSM 189,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-189', 'https://bacdive.dsmz.de/strain/2429']","DSM 189, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-189","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 189', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium vinosum DSM 195,https://mediadive.dsmz.de/strains/view/DSM 195,,['28*'],['https://mediadive.dsmz.de/medium/28?strain=121'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-195'],,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 195', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium vinosum DSM 196,https://mediadive.dsmz.de/strains/view/DSM 196,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-196', 'https://bacdive.dsmz.de/strain/2431']","DSM 196, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-196","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 196', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiocystis violascens DSM 198,https://mediadive.dsmz.de/strains/view/DSM 198,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocystis violascens,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-198', 'https://bacdive.dsmz.de/strain/2482']","
        ATCC 17096, , DSM 198, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-198, , Pfennig 6111    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 198', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium sp. DSM 199,https://mediadive.dsmz.de/strains/view/DSM 199,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium sp.,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-199', 'https://bacdive.dsmz.de/strain/2483']","DSM 199, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-199, , Pfennig 1313    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 199', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiorhodococcus sp. DSM 200,https://mediadive.dsmz.de/strains/view/DSM 200,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-200', 'https://bacdive.dsmz.de/strain/2484']","DSM 200, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-200","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 200', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiocystis violascens DSM 201,https://mediadive.dsmz.de/strains/view/DSM 201,,['28*'],['https://mediadive.dsmz.de/medium/28?strain=126'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-201'],,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 201', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiocystis violascens DSM 202,https://mediadive.dsmz.de/strains/view/DSM 202,,['28*'],['https://mediadive.dsmz.de/medium/28?strain=127'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-202'],,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 202', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Marichromatium gracile DSM 203,https://mediadive.dsmz.de/strains/view/DSM 203,https://mediadive.dsmz.de/taxonomy?level=species&item=Marichromatium gracile,['28*'],['https://mediadive.dsmz.de/medium/28?strain=128'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-203', 'https://bacdive.dsmz.de/strain/2445']","DSM 203, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-203","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 203', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Marichromatium gracile DSM 204,https://mediadive.dsmz.de/strains/view/DSM 204,https://mediadive.dsmz.de/taxonomy?level=species&item=Marichromatium gracile,['28*'],['https://mediadive.dsmz.de/medium/28?strain=129'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-204', 'https://bacdive.dsmz.de/strain/2446']","DSM 204, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-204","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 204', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiocystis violacea DSM 208,https://mediadive.dsmz.de/strains/view/DSM 208,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocystis violacea,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-208', 'https://bacdive.dsmz.de/strain/2488']","DSM 208, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-208, , Pfennig 2311    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 208', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiorhodococcus sp. DSM 212,https://mediadive.dsmz.de/strains/view/DSM 212,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28*'],['https://mediadive.dsmz.de/medium/28?strain=132'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-212', 'https://bacdive.dsmz.de/strain/2489']","DSM 212, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-212","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 212', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiorhodococcus sp. DSM 213,https://mediadive.dsmz.de/strains/view/DSM 213,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28*'],['https://mediadive.dsmz.de/medium/28?strain=133'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-213', 'https://bacdive.dsmz.de/strain/2490']","DSM 213, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-213","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 213', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Allochromatium sp. DSM 214,https://mediadive.dsmz.de/strains/view/DSM 214,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium sp.,['28*'],['https://mediadive.dsmz.de/medium/28?strain=134'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-214', 'https://bacdive.dsmz.de/strain/2491']","DSM 214, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-214","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 214', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiocapsa roseopersicina DSM 217,https://mediadive.dsmz.de/strains/view/DSM 217,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocapsa roseopersicina,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-217', 'https://bacdive.dsmz.de/strain/2479']","DSM 217, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-217","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 217', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Bacterium,Thiocapsa roseopersicina DSM 221,https://mediadive.dsmz.de/strains/view/DSM 221,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocapsa roseopersicina,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-221', 'https://bacdive.dsmz.de/strain/2480']","DSM 221, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-221, , NCIB 8347    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 221', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiococcus pfennigii DSM 226,https://mediadive.dsmz.de/strains/view/DSM 226,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiococcus pfennigii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-226', 'https://bacdive.dsmz.de/strain/2465']","DSM 226, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-226","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 226', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Bacterium,Thiococcus pfennigii DSM 227,https://mediadive.dsmz.de/strains/view/DSM 227,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiococcus pfennigii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-227', 'https://bacdive.dsmz.de/strain/2466']","DSM 227, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-227","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 227', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiococcus pfennigii DSM 228,https://mediadive.dsmz.de/strains/view/DSM 228,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiococcus pfennigii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-228', 'https://bacdive.dsmz.de/strain/2467']","DSM 228, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-228","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 228', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Lamprocystis roseopersicina DSM 229,https://mediadive.dsmz.de/strains/view/DSM 229,https://mediadive.dsmz.de/taxonomy?level=species&item=Lamprocystis roseopersicina,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-229', 'https://bacdive.dsmz.de/strain/169055']","DSM 229, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-229","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 229', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Thiodictyon elegans DSM 232,https://mediadive.dsmz.de/strains/view/DSM 232,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiodictyon elegans,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-232', 'https://bacdive.dsmz.de/strain/168653']","DSM 232, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-232","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 232', 'growth_observed': 'Yes', 'growth_conditions': '20\xa0°C'}]"
Bacterium,Thiodictyon bacillosum DSM 234,https://mediadive.dsmz.de/strains/view/DSM 234,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiodictyon bacillosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-234', 'https://bacdive.dsmz.de/strain/167844']","DSM 234, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-234","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 234', 'growth_observed': 'Yes', 'growth_conditions': '20\xa0°C'}]"
