ID,Step,Solution,Solution_link,Medium,Mediums_link
step-1769,"Dissolve ingredients (except cysteine, carbonate and sulfide), sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Then, add cysteine, distribute medium under 80% N2and 20% CO2gas atmosphere in anoxic Hungate-type tubes or serum vials and autoclave. After sterilization add sulfide from a sterile anoxic stock solution prepared under 100% N2gas atmosphere and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Check pH of complete medium and adjust to pH 7.0, if necessary.",1667,/solutions/1667,819,/medium/819
step-6331,Adjust pH to 6.0 .,1678,/solutions/1678,828,/medium/828
step-1770,Sterilize the medium without the 4 times concentrated sea water. Cool the artificial sea water and the medium to 60°C - 70°C after autoclaving and mix. Hexadecane may be replaced by 1 g/l sodium acetate.,1668,/solutions/1668,821,/medium/821
step-1771,Final pH 7.2.,1670,/solutions/1670,822,/medium/822
step-1772,pH 7.0,1671,/solutions/1671,823,/medium/823
step-1773,"Dissolve ingredients except carbonate, vitamins and sulfide. Sparge medium with 100% N2gas for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes and autoclave. Add vitamins and sulfide from sterile anoxic stock solutions prepared under 100% N2gas (vitamins are sterilized by filtration) and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to use adjust pH of complete medium to 7.5 - 8.0.",1672,/solutions/1672,824,/medium/824
step-1774,"Dissolve ingredients except bicarbonate, vitamins, cysteine and sulfide. Sparge medium with 80% H2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Add and dissolve bicarbonate, adjust pH to 7.0, then dispense medium under 80% H2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. Add vitamins (sterilized by filtration), cysteine and sulfide from sterile anoxic stock solutions prepared under 100% N2gas. Prior to use check pH of complete medium and adjust to 6.8 - 7.0, if necessary.",1673,/solutions/1673,825,/medium/825
step-7391,After inoculation pressurize cultivation vessels to 2 bar overpressure with sterile 80% H2and 20% CO2gas mixture.,1673,/solutions/1673,825,/medium/825
step-1775,"Dissolve ingredients except bicarbonate, methanol, vitamins, cysteine and sulfide. Sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Add and dissolve bicarbonate, adjust pH to 7.0, then dispense medium under 80% N2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. Add methanol (15% v/v solution), vitamins (sterilized by filtration), cysteine and sulfide from sterile anoxic stock solutions prepared under 100% N2gas. Prior to use check pH of complete medium and adjust to 6.8 - 7.0, if necessary.",1674,/solutions/1674,825a,/medium/825a
step-7536,Prepare OXOID Legionella CYE-Agar base or solution A.,6330,/solutions/6330,585a,/medium/585a
step-7587,Autoclave at121 °Cfor15 min.,6342,/solutions/6342,1822,/medium/1822
step-7588,store agar medium in 50°C waterbath to prevent solidification,6337,/solutions/6337,1822,/medium/1822
step-7589,Adjust pH to7.0with sterile 1 M NaOH or HCl.,6337,/solutions/6337,1822,/medium/1822
step-7590,Dispense 12 mL medium into sterile 15 mL Hungate tubes with screw caps.,6337,/solutions/6337,1822,/medium/1822
step-7591,Allow 2-3 hours at room temperature to solidify (faster at 4°C),6337,/solutions/6337,1822,/medium/1822
step-1778,"Dissolve ingredients (except bicarbonate, fumarate and vitamins), sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Add bicarbonate and equilibrate the medium with 80% N2and 20% CO2gas mixture to reach a pH of 6.8, then dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. After autoclaving add fumarate and vitamins from anoxic stock solutions prepared under 100% N2gas atmosphere and sterilized by filtration. Check medium pH and adjust to 6.8, if necessary.",1675,/solutions/1675,826,/medium/826
step-1779,"Dissolve ingredients except sulfur, carbonate, yeast extract, glucose, vitamins, and sulfide, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials containing already the appropriate amount of sulfur. Heat the medium vials to 90-100°C for 1 hour on each of 3 successive days to sterilize the medium. Add yeast extract, glucose, vitamins (sterilized by filtration), and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to use check pH of complete medium and adjust to 6.8 - 7.0, if necessary.",1676,/solutions/1676,827,/medium/827
step-6330,"First dissolve FeCl2in the HCl, then dilute in water, add and dissolve the other salts. Finally make up to 1000.00 ml.",1678,/solutions/1678,828,/medium/828
step-1781,Adjust the pH to 7.0 - 7.2.,1677,/solutions/1677,828,/medium/828
step-1782,Filter sterilize the vitamin solution and add to the autoclaved medium.,1677,/solutions/1677,828,/medium/828
step-1785,"Dissolve ingredients, adjust pH to 9.0 with NaOH, then autoclave under 100% N2gas.",1680,/solutions/1680,829,/medium/829
step-1787,"Dissolve ingredients (except thiosulfate and sodium sulfide), adjust pH to 6.0, boil medium for 1 min, then cool to room temperature under 80% H2and 20% CO2gas atmosphere. Dispense under same gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. Add sodium thiosulfate from an anoxic stock solution prepared under 100% N2gas and sterilized by filtration. Reduce medium with a sterile, neutralized solution of sodium sulfide prepared under 100% N2gas . Adjust pH of complete medium to 6.0, if necessary.",1681,/solutions/1681,829a,/medium/829a
step-7300,After inoculation pressurize cultivation vessels to   2 bar overpressure using sterile 80% H2and 20% CO2gas mixture.,1681,/solutions/1681,829a,/medium/829a
step-1788,"Dissolve ingredients (except carbonate, yeast extract, vitamins, growth-stimulating factors and Na-dithionite), boil medium for 1 min, then cool to room temperature under 80% H2and 20% CO2gas atmosphere. Adjust pH to 6.0 and dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. Add yeast extract, vitamins, and growth-stimulating factors from sterile anoxic stock solutions prepared under 100% N2gas atmosphere and carbonate and Na-dithionite  from sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Vitamins and Na-dithionite are sterilized by filtration. Adjust pH of the complete medium to 6.5, if necessary.",1682,/solutions/1682,829b,/medium/829b
step-7301,After inoculation use 2 bar overpressure of sterile 80% H2and 20% CO2gas mixture.,1682,/solutions/1682,829b,/medium/829b
step-1789,"Dissolve ingredients (except sulfur, carbonate, vitamins and sulfide), boil medium for 1 min, then cool to room temperature under 80% H2and 20% CO2gas atmosphere. Adjust pH to 6.0 and dispense under 80% H2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials which contain already the appropriate amount of sulfur, only to 30% of their volume to allow for a large head space. Autoclave at a temperature of110°Cfor 20 min! Add vitamins and sulfide from sterile anoxic stock solutions prepared under 100% N2gas atmosphere and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Vitamins are sterilized by filtration. Adjust pH of the complete medium to 6.0 - 6.5, if necessary.",1683,/solutions/1683,829c,/medium/829c
step-7302,After inoculation use 1 bar overpressure of sterile 80% H2and 20% CO2gas mixture.,1683,/solutions/1683,829c,/medium/829c
step-1791,"Dissolve ingredients (except sulfur, carbonate, vitamins and sulfide), boil medium for 1 min, then cool to room temperature under 80% H2and 20% CO2gas atmosphere. Adjust pH to 6.0 and dispense under 80% H2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials which contain already the appropriate amount of sulfur, only to 30% of their volume to allow for a large head space. Autoclave at a temperature of110°Cfor 20 min! Add vitamins and sulfide from sterile anoxic stock solutions prepared under 100% N2gas atmosphere and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Vitamins are sterilized by filtration. Adjust pH of the complete medium to 6.0 - 6.5, if necessary.",1684,/solutions/1684,829d,/medium/829d
step-7303,After inoculation add 1 bar overpressure of sterile 80% H2and 20% CO2gas mixture.,1684,/solutions/1684,829d,/medium/829d
step-6762,pH 7.3,1181,/solutions/1181,465i,/medium/465i
step-6763,Autoclave at 121°C for 15 min.,1181,/solutions/1181,465i,/medium/465i
step-6332,"Final pH 7.2; adjust with crystalline K2HPO4or KH2PO4before adding agar. Add agar, heat medium to boiling to dissolve agar, and autoclave for 15 min at 121°C.",5658,/solutions/5658,830a,/medium/830a
step-6334,Prepare liquid medium under anaerobic conditions (N2).,5659,/solutions/5659,830b,/medium/830b
step-1796,Rehydrate and grow lyophilized cells from ampoules in liquid broth 830. Subsequent subculturing may be carried out in liquid medium or on agar plates.,1688,/solutions/1688,830c,/medium/830c
step-1797,"Final pH 7.2; adjust with crystalline K2HPO4or KH2PO4before adding agar. Add agar, heat medium to boiling to dissolve agar, and autoclave for 15 min at 121°C.",1689,/solutions/1689,830c,/medium/830c
step-1798,"Dissolve ingredients, then sparge solution with 80% N2and 20% CO2gas mixture for at least 30 - 45 min to remove dissolved oxygen and to saturate the solution with CO2. Dispense solution in vials suitable for anaerobic cultures (e.g. Balch-type tubes or serum vials) to 75% volume under air atmosphere. Close vials with butyl rubber septa to prevent free exchange of oxygen with the external atmosphere and autoclave. Adjust pH of the autoclaved medium to 5.0 - 5.5 using a sterile stock solution of sodium carbonate (5% w/v), prepared under 80% N2and 20% CO2gas mixture.",1690,/solutions/1690,830d,/medium/830d
step-1800,pH 7.2.,1691,/solutions/1691,831,/medium/831
step-1801,"Sparge solution A with 100% N2gas for 30 - 45 min to make it anoxic, then distribute under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Solutions B and H are autoclaved separately under 100% N2gas. Solutions C, E, F and G are prepared under 100% N2gas and sterilized by filtration. Solution D is autoclaved under 80% N2and 20% CO2gas atmosphere. To complete the medium appropriate amounts of solutions B to H are added to the sterile solution A in the sequence as indicated. Adjust pH of complete medium to 7.3 - 7.6, if necessary.",1692,/solutions/1692,833,/medium/833
step-1802,"Note: Before inoculation, the medium must be completely reduced, i.e. resazurin must be colorless. The addition of 10 - 20 mg sodium dithionite per liter (e.g. from 5% (w/v) solution, freshly prepared under N2and filter-sterilized) can help to reduce the medium.",1692,/solutions/1692,833,/medium/833
step-1803,"Dissolve ingredients (except vitamins and cysteine), boil medium for 1 min, then cool to room temperature under 100% N2gas atmosphere. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Before inoculation, add vitamins (sterilized by filtration) and cysteine from sterile anoxic stock solution prepared under 100% N2gas. Adjust pH of complete medium to 7.0, if necessary.",1701,/solutions/1701,834,/medium/834
step-1804,"Solution A is sparged with 80% N2and 20% CO2gas mixture to reach a pH below 6 (at least 30 -45 min), then distributed under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclaved. Solution B is autoclaved separately under 80% N2and 20% CO2gas atmosphere. Solutions D and F are autoclaved under 100% N2gas atmosphere. Solutions C and E are prepared under 100% N2gas atmosphere and sterilized by filtration. To complete the medium appropriate amounts of solutions B to F are added to the sterile solution A in the sequence as indicated. Final pH of the medium should be 7.0 - 7.2.",1702,/solutions/1702,835,/medium/835
step-1805,"Dissolve ingredients (except carbonate, sulfite and sulfide), adjust pH of solution to 7.0 and sparge with 100% N2gas for 30 - 45 min to make it anoxic. Dispense under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Prior to use add sulfite and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. The stock solution of sulfite should by freshly prepared and sterilized by filtration. Prior to use check pH of complete medium and adjust to 7.5, if necessary.",1709,/solutions/1709,836,/medium/836
step-6335,Note: For transfers use 5 - 10% (v/v) inoculum.,1710,/solutions/1710,837,/medium/837
step-1807,"Sparge solution A with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic, distribute under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Solution B is autoclaved separately under 100% N2gas atmosphere. Solutions C and F are prepared under 80% N2and 20% CO2gas atmosphere. Solutions D and E are prepared under 100% N2gas atmosphere. Solution C is autoclaved and solutions D, E and F are sterilized by filtration. To complete the medium appropriate amounts of solutions B to F are added to the sterile solution A in the sequence as indicated. Adjust pH of complete medium to 6.9, if necessary.",1710,/solutions/1710,837,/medium/837
step-1808,"First dissolve ferric citrate by heating the water under continuous stirring. After cooling to room temperature adjust the pH to 6.0, then add and dissolve the remaining ingredients, except carbonate, acetate and ascorbate. Sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic, then dispense under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. After autoclaving add acetate and ascorbate from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to inoculation check the medium pH and adjust to 6.8, if necessary.",1717,/solutions/1717,838,/medium/838
step-6336,Final pH of appr. 7.4 should be controlled sterile.,1719,/solutions/1719,841,/medium/841
step-6635,Prepare Trypticase Soy Broth (BBL 11774) under 80% N2+ 20% CO2gas mixture in 100 ml serum bottles (10 ml per bottle).,5859,/solutions/5859,840,/medium/840
step-1815,Prepare Trypticase Soy Broth (BBL 11774) under 80% N2+ 20% CO2gas mixture in Hungate tubes (5 ml per tube).,1718,/solutions/1718,840,/medium/840
step-1816,After autoclaving and cooling add (per tube):,1718,/solutions/1718,840,/medium/840
step-6636,After autoclaving and cooling add per bottle:,5859,/solutions/5859,840,/medium/840
step-1822,Incubate inoculated tubes in slanted position.,1718,/solutions/1718,840,/medium/840
step-1823,Autoclave for 20 min. at 121°C.,1720,/solutions/1720,841,/medium/841
step-1824,NaHCO32.625 g per 50 ml distilled water,1721,/solutions/1721,841,/medium/841
step-1825,"Autoclave for 20 min. at 121°C and add 8 ml/l sterile solution II shortly, before inoculation of bacterial culture.",1721,/solutions/1721,841,/medium/841
step-1826,H3P-vitamine solution (see medium 428),1722,/solutions/1722,841,/medium/841
step-1827,Filter sterilize vitamine solution and add 1 ml/l medium.,1722,/solutions/1722,841,/medium/841
step-1828,10% inositol (1g/10 ml distilled water),1723,/solutions/1723,841,/medium/841
step-1829,Filter sterilize solution IV and add 0.1 ml/l medium.,1723,/solutions/1723,841,/medium/841
step-1830,Final pH of appr. 7.4 should be controlled sterile.,1723,/solutions/1723,841,/medium/841
step-1832,Final pH 7.2 - 7.4,1724,/solutions/1724,842,/medium/842
step-1833,"Prepare the medium without yeast extract, Na2S x 9 H2O, NaHCO3, glucose and vitamin solution (prepared as anaerobic, sterile stock solutions). Boil the medium and cool under anaerobic gas mixture of N2:CO2(80:20). Dispense medium into Hungate tubes or serum bottles using the same gas mixture. Autoclave. Add the remaining components to the medium once it has cooled and check the final pH.",1724,/solutions/1724,842,/medium/842
step-1834,"Dissolve ingredients (except carbonate, sugar mix, yeast autolysate, vitamins, co-factors, and DTT), sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Distribute under same gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume (e.g., 4.5 ml per Hungate-type tube) and autoclave. After sterilization add carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere and sugar mix, yeast autolysate, vitamins, co-factors and DTT from sterile anoxic stock solutions prepared under 100% N2gas atmosphere and sterilized by filtration.  Check pH of complete medium and adjust to 7.2 - 7.4, if necessary.",1727,/solutions/1727,843,/medium/843
step-1836,Note: Basal medium and yeast autolysate have to be prepared freshly and cannot be stored for longer periods.,1727,/solutions/1727,843,/medium/843
step-1837,"Suspend dry baker's yeast (SIGMA YSC-1) in distilled water and allow cells to autolyse for 48 h at 55°C. Thereafter, cell debris are removed by centrifugation (3.700 x g for 30 min) and the amber-colored supernatant is stored in aliquots at -20°C.",1729,/solutions/1729,843,/medium/843
step-6337,"The ethanol and acetic acid are sterilized separately by filtration (use filter resistant to these solvents), and added aseptically to the sterile medium. Acetobacter europaeus will not grow on plates containing 1-2% agar, and a double layer system has to be used. A layer of growth medium containing 0.5% agar (about 35 ml) is poured into a plate and allowed to solidify. A thin layer (5-10 ml) of the growth medium containing 1% agar is then poured on top. Carefully streak the plates, which are best incubated in closed containers (e.g. plastic boxes) at 30°C.",5660,/solutions/5660,848,/medium/848
step-1838,"Adjust pH to 7.0 with 1 N NaOH against indicator paper, filter sterilize and store under 100% N2gas atmosphere.",1730,/solutions/1730,843,/medium/843
step-1840,Dissolve ingredients except magnesium chloride and calcium chloride. Add magnesium chloride and calcium chloride after autoclaving from sterile stock solutions of 5% (w/v) each. For agar plates add 1.2% Bacto agar,1731,/solutions/1731,844,/medium/844
step-1841,"Dissolve ingredients except trace elements, vitamins and catalase, adjust pH to 7.2 - 7.4, bring medium to the boil and cool to room temperature under 100% N2gas atmosphere. Dispense under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. To complete the medium add trace elements, vitamins and catalase from sterile anoxic stock solutions prepared under 100% N2gas atmosphere. Vitamins and catalase should be sterilized by filtration. After inoculation, inject sterile air into the culture vessel up to about 20% of the total gas volume (i.e., 4 parts N2and 1 part air).",1732,/solutions/1732,845,/medium/845
step-1842,"Dissolve ingredients (except carbonate, serine, vitamins, cysteine, and sulfide), then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. Add serine, vitamins, cysteine, and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. The vitamin solution should be sterilized by filtration. Adjust the pH of the complete medium to 7.2, if necessary.",1733,/solutions/1733,846,/medium/846
step-7438,Dissolve 2.67 g ammonium chloride in 50 mL Double distilled water.,6283,/solutions/6283,1630c,/medium/1630c
step-7439,Filtrate (0.2 µm).,6283,/solutions/6283,1630c,/medium/1630c
step-7440,Dissolve 5.5 g in 50 mL and filter it through 0.2 µm sterile filter in a sterile falcon tube. Store at 4 °C,6284,/solutions/6284,1630c,/medium/1630c
step-1844,"Dissolve ingredients (except magnesium chloride, carbonate, serine, vitamins, cysteine, and sulfide), then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. Add magnesium chloride, serine, vitamins, cysteine, and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. The vitamin solution should be sterilized by filtration. Adjust the pH of the complete medium to 7.2, if necessary.",1734,/solutions/1734,846a,/medium/846a
step-7433,Autoclave the Basic-FWM and cool to room temperature. This medium should be free of any precipitations!,6278,/solutions/6278,1630c,/medium/1630c
step-7431,This solution contains no iron! Sterilise by autoclaving or filtration (0.2 µm) and store in the dark at 4 °C.,6280,/solutions/6280,1630c,/medium/1630c
step-7432,Incubate all used glass ware and magnetic stirring rods in 0.1 M HCl and rinse 3x with double distilled water to remove residual detergents (always check visual for soap bubbles).,6278,/solutions/6278,1630c,/medium/1630c
step-7441,Adjust pH to6.0.,6285,/solutions/6285,1800,/medium/1800
step-7442,Autoclave at121 °Cfor15 min.,6285,/solutions/6285,1800,/medium/1800
step-1845,"Dissolve ingredients except vitamins, trace elements, thiosulfate and succinate. Adjust pH to 7.2 - 7.4 and bring medium to the boil, distribute into culture vessels and autoclave. To complete the medium add vitamins, trace elements, thiosulfate and succinate from stock solutions sterilized by filtration.",1735,/solutions/1735,847,/medium/847
step-1846,Final pH ca. 3.8 (pH is not adjusted),1736,/solutions/1736,848,/medium/848
step-1847,"Both liquid and solid media are prepared by autoclaving the medium without the addition of glacial acetic acid and absolute ethanol. Glacial acetic acid and absolute ethanol are sterilised either by filtration (use Teflon filters) or they may be autoclaved in completely closed screw cap glass bottles sealed with a Teflon coated septum. The preparation of solid media employs a double layer system similar to that described for Acetobacter europaeus medium (see medium 631). Substitute the components listed above and prepare a lower, 0.5% agar layer, which is then overlaid with a 1.0% agar layer as described in medium 631. Incubate in closed containers to keep the humidity high (> 90%).",1736,/solutions/1736,848,/medium/848
step-1848,"Both liquid and solid media are prepared by autoclaving the medium without the addition of glacial acetic acid and absolute ethanol. Glacial acetic acid and absolute ethanol are sterilised either by filtration (use Teflon filters) or they may be autoclaved in completely closed screw cap glass bottles sealed with a Teflon coated septum. A double layer system das not appear to be essential for the growth of this organism, however, plates should be incubated in sealed containers to keep the humidity high (> 90%).",1737,/solutions/1737,849,/medium/849
step-1849,Adjust pH to 7.3.,1739,/solutions/1739,851,/medium/851
step-1850,For solid media add 10 g/l bacteriological agar. Adjust to pH 6.8. After sterilization of the medium add filter sterilized salt solution.,1740,/solutions/1740,852,/medium/852
step-1851,"Dissolve ingredients, except thiosulfate, cysteine, carbonate, glucose, and sulfide, then sparge medium for 30 - 45 min with 80% N2and 20% CO2gas mixture to make it anoxic. Add thiosulfate and cysteine, then adjust pH to 7.0 and dispense medium under 80% N2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. After autoclaving, add glucose and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Adjust the pH of the complete medium to 7.2 - 7.4, if necessary.",1742,/solutions/1742,853,/medium/853
step-7451,"Note: autoclave agar separately, otherwise the medium will not solidify accurately (due to the high salt concentration)",6300,/solutions/6300,1803,/medium/1803
step-7452,"Prepare the medium omitting Na2CO3, NaHCO3, Na2S x 9 H2O, and Vitamin solution.",2305,/solutions/2305,1148,/medium/1148
step-7453,"Boil the medium and cool under nitrogen, add Na2CO3and NaHCO3.",2305,/solutions/2305,1148,/medium/1148
step-7454,Adjust pH to9.5-10.0with 10M KOH.,2305,/solutions/2305,1148,/medium/1148
step-7455,Dispense into tubes or bottle fitted with rubber stoppers.,2305,/solutions/2305,1148,/medium/1148
step-1852,"Dissolve ingredients, except thiosulfate, cysteine, carbonate, glucose, and sulfide, then sparge medium for 30 - 45 min with 80% N2and 20% CO2gas mixture to make it anoxic. Add thiosulfate and cysteine, then adjust pH to 7.0 and dispense medium under 80% N2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. After autoclaving, add glucose and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Adjust the pH of the complete medium to 7.2 - 7.4, if necessary.",1743,/solutions/1743,853a,/medium/853a
step-7448,Adjust pH to6.4.,6296,/solutions/6296,1802,/medium/1802
step-7449,Adjust pH to7.0-7.5.,6300,/solutions/6300,1803,/medium/1803
step-7450,Autoclave at121 °Cfor15 min.,6300,/solutions/6300,1803,/medium/1803
step-1853,"Dissolve ingredients, except thiosulfate, cysteine, carbonate, glucose, and sulfide, then sparge medium for 30 - 45 min with 80% N2and 20% CO2gas mixture to make it anoxic. Add thiosulfate and cysteine, then adjust pH to 7.0 and dispense medium under 80% N2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials to 30% of their volume and autoclave. After autoclaving, add glucose and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Adjust the pH of the complete medium to 7.2 - 7.4, if necessary.",1744,/solutions/1744,853b,/medium/853b
step-7443,aliquot 5 mL medium into 50 mL serum bottles,6285,/solutions/6285,1800,/medium/1800
step-7445,add 10% CO2to gasphase (air),6285,/solutions/6285,1800,/medium/1800
step-7446,"add trace element solution, and vitamins solutions from 1000 x stocks",6285,/solutions/6285,1800,/medium/1800
step-7447,"Dissolve ingredients of solution A (except MnO2), then sparge with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Distribute solution A under the same gas atmosphere into anoxic Hungate-type tubes or serum vials containing the appropriate amount of MnO2and autoclave at 121°C for 15 min. Solution B is autoclaved separately under an 80% N2and 20% CO2gas atmosphere, and solutions C, D, and E  are autoclaved under a 100% N2gas atmosphere. Solutions F and G are prepared under 100% N2gas atmosphere and sterilized by filtration. To complete the medium appropriate amounts of solutions B to G are added to the sterile solution A in the sequence as indicated. The final pH of the complete medium should be 7.5.",6287,/solutions/6287,1801,/medium/1801
step-1854,"Dissolve ingredients (except sulfur, vitamins, and sulfide), adjust pH to 5.5 - 6.0, and sparge the medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense the medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials that contain already an appropriate amount of sulfur powder. Autoclave 20 min at110°C. Prior to use add vitamins and sulfide from sterile anoxic stock solutions prepared under 100% N2gas. Vitamins are sterilized by filtration. Adjust the pH of the complete medium to 6.0 - 6.2, if necessary.",1745,/solutions/1745,854,/medium/854
step-7434,"Aseptically, add per L of BASIC-FWM the following solutions from sterile stocks (do not store complemented FWM):
- Trace element solution (Nitrososphaera)
- FeNaEDTA solution
- NaHCO3solution
- HEPES buffer solution
- NH4Cl solution
- Sodiumpyruvate solution",6278,/solutions/6278,1630c,/medium/1630c
step-7435,Adjust pH to7.5.,6278,/solutions/6278,1630c,/medium/1630c
step-7436,Sterilise by filtration (0.2 µm) and store in the dark at 4 °C.,6281,/solutions/6281,1630c,/medium/1630c
step-7437,Dissolve 4.2 g of NaHCO3in 50 mL Double distilled water (use a small beaker with stirring rod to dissolve) and sterilize by filtration (0.2 µm) in the laminar flow hood. Store in a sterile 50 mL falcon tube at 4 °C. Avoid high headspace to liquid ratios to ensure stable concentration.,6282,/solutions/6282,1630c,/medium/1630c
step-6768,"Solution A is sparged with 80% N2and 20% CO2gas mixture to reach a pH below 6 (at least 30 min), then distributed under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclaved. Solutions B and C are autoclaved separately under 100% N2gas. Solution D is autoclaved under 80% N2and 20% CO2gas atmosphere. Solution E is prepared under 100% N2gas atmosphere and sterilized by filtration. Solutions B to E are added to the sterile, cooled solution A in appropriate amounts in the sequence as indicated. Adjust pH of final medium to 7.2, if necessary.",5661,/solutions/5661,855,/medium/855
step-6769,"For aerobic growth prepare medium under air. Omit carbonate and KNO3. 3,5-Dihydroxybenzoic acid or Na-benzoate as substrate can be replaced with 10 mM Na-malate. Adjust medium pH to 7.2.",5661,/solutions/5661,855,/medium/855
step-1858,Solution g/liter (final solution) 4.7 g/l. Final pH at 25°C 6.6 ± 0.2.,1749,/solutions/1749,857,/medium/857
step-1859,"To prepare one liter of final medium, suspend the amount of dehydrated powder indicated under FORMULAE-Solution (and on the package label) in 900 ml distilled and deionized water containing 2 ml glycerol and heat to boiling to dissolve completely. Sterilize in the autoclave for 10 or 15 min at 15 Ibs pressure (121°C), per label copy. Cool to 50-55°C.",1749,/solutions/1749,857,/medium/857
step-1860,Aseptically add 100 ml of the appropriate ADC Enrichment and mix throughly.,1749,/solutions/1749,857,/medium/857
step-1861,Trace elements SL-10 (see medium 320),1754,/solutions/1754,858,/medium/858
step-6341,Note: For transfer of cultures use at least 10% (v/v) inoculum.,1770,/solutions/1770,861a,/medium/861a
step-1864,"Prepare solution A, distribute approbiate amounts of cholesterol (e.g. 5 mg for 10 ml medium) and solution A in anaerobic tubes, and autoclave anaerobically under 80% N2+ 20% CO2. Solutions B and F are also autoclaved under these conditions. Solution C, D and E may be prepared aerobically. After cooling, add to 9 ml solution A: 500 µl sol. B, 500 µl sol. F, 25 µl (one drop) sol. C and E, each, and 50 µl sol. D under anaerobic conditions. Adjust pH to 7.0±0.2.",1751,/solutions/1751,858,/medium/858
step-1865,Adjust pH to 6.3 and fill up into screw-capped Wheaton tubes.,1758,/solutions/1758,859,/medium/859
