Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass
CaCl2x 7 H2O,https://mediadive.dsmz.de/ingredients/479?p=17,3312,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3312,10043-52-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10043-52-4,CaCl2,110.983
2-Methylbutyric acid,https://mediadive.dsmz.de/ingredients/480?p=17,37070,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37070,116-53-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=116-53-0,C5H10O2,102.13
Bovine horn meal,https://mediadive.dsmz.de/ingredients/481?p=17,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
CoSO4,https://mediadive.dsmz.de/ingredients/482?p=17,53470,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53470,10026-24-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10026-24-1,CoO4S,154.996
Solution A,https://mediadive.dsmz.de/ingredients/485?p=18,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Na2S,https://mediadive.dsmz.de/ingredients/490?p=18,76208,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76208,1313-82-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1313-82-2,HNa2S+,79.06
Meat infusion,https://mediadive.dsmz.de/ingredients/491?p=18,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Cysteine,https://mediadive.dsmz.de/ingredients/492?p=18,15356,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15356,3374-22-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3374-22-9,C3H7NO2S,121.16
DL-Na-malate,https://mediadive.dsmz.de/ingredients/495?p=18,91261,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91261,138-09-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=138-09-0,C4H4Na2O5,178.051
p-Aminobenzoate,https://mediadive.dsmz.de/ingredients/497?p=18,17836,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17836,2906-28-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=2906-28-7,C7H6NO2-,136.13
Pyridoxamine,https://mediadive.dsmz.de/ingredients/498?p=18,16410,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16410,85-87-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=85-87-0,C8H12N2O2,168.19
Nitrilotriacetate,https://mediadive.dsmz.de/ingredients/499?p=18,25548,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:25548,28528-44-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=28528-44-1,C6H9NO6,191.14
Nutrient broth No. 2,https://mediadive.dsmz.de/ingredients/501?p=18,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Ox-bile,https://mediadive.dsmz.de/ingredients/502?p=18,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,8008-63-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=8008-63-7,complex,complex
Tween 40,https://mediadive.dsmz.de/ingredients/503?p=18,53423,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53423,9005-66-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9005-66-7,C62H122O26,1282.82
Glycerol mono-oleate,https://mediadive.dsmz.de/ingredients/504?p=18,75937,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75937,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C21H40O4,356.293
2-Mercaptoethanesulfonic acid,https://mediadive.dsmz.de/ingredients/506?p=18,17905,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17905,3375-50-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3375-50-6,C2H6O3S2,142.2
MOPS buffer,https://mediadive.dsmz.de/ingredients/507?p=18,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1132-61-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1132-61-2,C7H15NO4S,209.26
Xylan,https://mediadive.dsmz.de/ingredients/508?p=18,37166,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37166,9014-63-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9014-63-5,complex,complex
CuSO4x H2O,https://mediadive.dsmz.de/ingredients/509?p=18,23414,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:23414,7758-98-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-98-7,CuO4S,159.61
L-Rhamnose,https://mediadive.dsmz.de/ingredients/510?p=18,62345,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62345,3615-41-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3615-41-6,C6H12O5,164.16
3-Hydroxybenzoic acid,https://mediadive.dsmz.de/ingredients/513?p=18,30764,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30764,99-06-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=99-06-9,C7H6O3,138.12
(NH4)2Ni(SO4)2,https://mediadive.dsmz.de/ingredients/514?p=18,86149,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86149,7785-20-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7785-20-8,H3N.H2O4S.3H2O.1/2Ni,394.987
Na-(L)-lactate,https://mediadive.dsmz.de/ingredients/515?p=18,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,867-56-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=867-56-1,C3H6O3.Na,
Inulin,https://mediadive.dsmz.de/ingredients/516?p=19,15443,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15443,9005-80-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9005-80-5,complex,complex
Calcium pantothenate,https://mediadive.dsmz.de/ingredients/518?p=19,31345,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31345,137-08-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=137-08-6,C9H17NO5.1/2Ca,476.533
Pyridoxine hydrochloride,https://mediadive.dsmz.de/ingredients/519?p=19,30961,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30961,58-56-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=58-56-0,C8H12ClNO3,205.64
Na2HAsO4x 7 H2O,https://mediadive.dsmz.de/ingredients/520?p=19,91257,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91257,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,AsH15Na2O11,312.014
"Na2-9,10-anthraquinone-2,6-disulfonate",https://mediadive.dsmz.de/ingredients/521?p=19,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,853-68-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=853-68-9,C14H8O8S2.2Na,
Na-silicate,https://mediadive.dsmz.de/ingredients/524?p=19,60720,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:60720,1344-09-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1344-09-8,Na2O3Si,122.063
Na2HPO4x 3 H2O,https://mediadive.dsmz.de/ingredients/525?p=19,34683,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34683,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,141.959
SrCl2,https://mediadive.dsmz.de/ingredients/527?p=19,36383,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36383,10476-85-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10476-85-4,Cl2Sr,158.52
(NH4)NO3,https://mediadive.dsmz.de/ingredients/528?p=19,63038,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63038,6484-52-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=6484-52-2,H3N.HNO3,80.0434
Difco marine broth,https://mediadive.dsmz.de/ingredients/530?p=19,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Pancreatic digest of casein,https://mediadive.dsmz.de/ingredients/531?p=19,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,65072-00-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=65072-00-6,complex,complex
Stearic acid,https://mediadive.dsmz.de/ingredients/534?p=19,28842,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28842,57-11-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=57-11-4,C18H36O2,284.5
Thioctic acid,https://mediadive.dsmz.de/ingredients/535?p=19,30314,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30314,1200-22-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1200-22-2,C8H14O2S2,206.3
"1,4-Naphthoquinone",https://mediadive.dsmz.de/ingredients/536?p=19,27418,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27418,130-15-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=130-15-4,C10H6O2,158.15
Na-meta silicate,https://mediadive.dsmz.de/ingredients/537?p=19,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,6834-92-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=6834-92-0,H2O3Si.2Na,
5-Aminovaleric acid,https://mediadive.dsmz.de/ingredients/538?p=19,15887,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15887,660-88-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=660-88-8,C5H11NO2,117.15
Pyruvic acid,https://mediadive.dsmz.de/ingredients/540?p=19,32816,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32816,127-17-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=127-17-3,C3H4O3,88.06
Co(NO3)2x 6 H2O,https://mediadive.dsmz.de/ingredients/541?p=19,86214,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86214,10026-22-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10026-22-9,CoH12N2O12,291.035
Naphthalene sulfonic acid,https://mediadive.dsmz.de/ingredients/542?p=19,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,120-18-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=120-18-3,C10H8O3S,208.23
MnSO4x 7 H2O,https://mediadive.dsmz.de/ingredients/543?p=19,86360,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86360,7785-87-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7785-87-7,MnO4S,151.001
Marine Broth,https://mediadive.dsmz.de/ingredients/545?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Inosin,https://mediadive.dsmz.de/ingredients/546?p=20,17596,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17596,58-63-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=58-63-9,C10H12N4O5,268.226
Na2WO4,https://mediadive.dsmz.de/ingredients/550?p=20,63940,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63940,13472-45-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13472-45-2,Na2O4W,293.82
Na2S2O3,https://mediadive.dsmz.de/ingredients/552?p=20,59168,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59168,10102-17-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10102-17-7,H2O3S2.5H2O.2Na,428.515
FeCl2x 6 H2O,https://mediadive.dsmz.de/ingredients/555?p=20,30812,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30812,7758-94-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-94-3,Cl2Fe,126.75
Myo-inositol,https://mediadive.dsmz.de/ingredients/557?p=20,17268,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17268,87-89-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=87-89-8,C6H12O6,180.16
Niacinamide,https://mediadive.dsmz.de/ingredients/558?p=20,17154,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17154,98-92-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=98-92-0,C6H6N2O,122.125
Pennassay Broth,https://mediadive.dsmz.de/ingredients/559?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Thymine,https://mediadive.dsmz.de/ingredients/560?p=20,17821,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17821,65-71-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=65-71-4,C5H6N2O2,126.113
Czapek Dox agar,https://mediadive.dsmz.de/ingredients/565?p=20,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Tryptophan,https://mediadive.dsmz.de/ingredients/566?p=20,27897,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27897,54-12-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=54-12-6,C11H12N2O2,204.225
Creatinine,https://mediadive.dsmz.de/ingredients/570?p=20,16737,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16737,60-27-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=60-27-5,C4H7N3O,113.118
Na-thiosulfate,https://mediadive.dsmz.de/ingredients/572?p=20,132112,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132112,7772-98-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7772-98-7,H2O3S2.2Na,158.11
Dithiothreitol,https://mediadive.dsmz.de/ingredients/574?p=20,18320,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18320,3483-12-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3483-12-3,C4H10O2S2,154.3
Maize extract,https://mediadive.dsmz.de/ingredients/575?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Succinate,https://mediadive.dsmz.de/ingredients/576?p=20,26806,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26806,56-14-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=56-14-4,C4H4O4-2,116.07
CoCl2x 2 H2O,https://mediadive.dsmz.de/ingredients/578?p=20,35696,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35696,7646-79-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7646-79-9,Cl2Co,129.839
Veal infusion broth,https://mediadive.dsmz.de/ingredients/579?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
ACES,https://mediadive.dsmz.de/ingredients/581?p=20,65994,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65994,7365-82-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7365-82-4,C4H10N2O4S,182.2
Activated charcoal,https://mediadive.dsmz.de/ingredients/582?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7440-44-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7440-44-0,C,
Fe4(PO4)2,https://mediadive.dsmz.de/ingredients/583?p=21,132767,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132767,10058-44-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10058-44-3,Fe.3/4H4O7P2,745.211
D-Galactose,https://mediadive.dsmz.de/ingredients/584?p=21,12936,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:12936,59-23-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=59-23-4,C6-H12-O6,180.156
Na-EDTA,https://mediadive.dsmz.de/ingredients/589?p=21,64734,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64734,139-33-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=139-33-3,C10H16N2O8.2Na,336.206
CuCl2x H2O,https://mediadive.dsmz.de/ingredients/591?p=21,49553,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49553,7447-39-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7447-39-4,Cl2Cu,134.452
Heptadecane,https://mediadive.dsmz.de/ingredients/592?p=21,16148,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16148,629-78-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=629-78-7,C17H36,240.468
Tris HCl,https://mediadive.dsmz.de/ingredients/594?p=21,1185531,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1185531,1185-53-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1185-53-1,C4H11NO3.ClH,
FeSO4,https://mediadive.dsmz.de/ingredients/595?p=21,75832,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75832,7720-78-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7720-78-7,FeO4S,151.91
Na-tartrate,https://mediadive.dsmz.de/ingredients/596?p=21,63017,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63017,868-18-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=868-18-8,C4H4Na2O6,194.051
Lab-Lemco beef extract,https://mediadive.dsmz.de/ingredients/599?p=21,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-38-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-38-8,complex,complex
FeCl2,https://mediadive.dsmz.de/ingredients/603?p=21,30812,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30812,7758-94-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-94-3,Cl2Fe,126.75
Na-glycerol phosphate,https://mediadive.dsmz.de/ingredients/604?p=21,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1334-74-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1334-74-3,C3H9O6P.2Na,
Na2HPO4x H2O,https://mediadive.dsmz.de/ingredients/607?p=21,34683,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34683,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,141.959
MnSO4x 1 H2O,https://mediadive.dsmz.de/ingredients/608?p=21,86360,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86360,7785-87-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7785-87-7,MnO4S,151.001
Niacin,https://mediadive.dsmz.de/ingredients/610?p=21,15940,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15940,59-67-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=59-67-6,C6H5NO2,123.11
Choline,https://mediadive.dsmz.de/ingredients/611?p=21,15354,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15354,62-49-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=62-49-7,C5H14NO,104.171
Metall salt sol. 44,https://mediadive.dsmz.de/ingredients/615?p=21,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Riboflavine,https://mediadive.dsmz.de/ingredients/616?p=21,17015,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17015,83-88-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=83-88-5,C17H20N4O6,376.4
Boric acid,https://mediadive.dsmz.de/ingredients/618?p=21,33118,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33118,11113-50-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=11113-50-1,BH3O3,61.833
D-Sorbitol,https://mediadive.dsmz.de/ingredients/620?p=21,17924,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17924,50-70-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=50-70-4,C6H14O6,182.172
Phosphate buffer,https://mediadive.dsmz.de/ingredients/625?p=21,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
CoCl2x 4 H2O,https://mediadive.dsmz.de/ingredients/626?p=22,35696,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35696,7646-79-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7646-79-9,Cl2Co,129.839
Fe(III)NH4-EDTA,https://mediadive.dsmz.de/ingredients/627?p=22,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,21265-50-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=21265-50-9,C10H12FeN2O8.H4N,
Na-L-malate,https://mediadive.dsmz.de/ingredients/628?p=22,91261,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91261,138-09-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=138-09-0,C4H4Na2O5,178.051
Standard I Broth,https://mediadive.dsmz.de/ingredients/630?p=22,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Sodium Potassium phosphate buffer,https://mediadive.dsmz.de/ingredients/631?p=22,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,
MgCl2x 7 H2O,https://mediadive.dsmz.de/ingredients/632?p=22,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,Cl2Mg,95.2104
L-Arginine x HCl,https://mediadive.dsmz.de/ingredients/633?p=22,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1119-34-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1119-34-2,C6H14N4O2.ClH,
Bacto Middlebrook 7H10 agar,https://mediadive.dsmz.de/ingredients/635?p=22,2509,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2509,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
CuSO4,https://mediadive.dsmz.de/ingredients/636?p=22,23414,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:23414,7758-98-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-98-7,CuO4S,159.61
